PC Name,Caste,State,Winning Candidate,Party,Electors,Votes,Turnout,Margin,Margin %,Year
Vidisha,GEN,Madhya Pradesh,Sushma Swaraj,Bharatiya Janta Party,1634370,1073473,65.7,410698,38.3,2014
Vijayawada,GEN,Andhra Pradesh,Kesineni Srinivas,Telugu Desam,1564513,1195075,76.4,74862,6.3,2014
Viluppuram,SC,Tamil Nadu,Rajendran S,All India Anna Dravida Munnetra Kazhagam,1387007,1067641,77,193367,18.1,2014
Virudhunagar,GEN,Tamil Nadu,Radhakrishnan T,All India Anna Dravida Munnetra Kazhagam,1350495,1010930,74.9,145551,14.4,2014
Visakhapatnam,GEN,Andhra Pradesh,Kambhampati Hari Babu,Bharatiya Janta Party,1723037,1163558,67.5,90488,7.8,2014
Vizianagaram,GEN,Andhra Pradesh,Ashok Gajapathi Raju Pusapati,Telugu Desam,1404127,1120316,79.8,106911,9.5,2014
Warangal,SC,Telangana,Kadiyam Srihari,Telangana Rashtra Samithi,1537781,1174631,76.4,392574,33.4,2014
Wardha,GEN,Maharashtra,Ramdas Chandrabhanji Tadas,Bharatiya Janta Party,1564553,1013445,64.8,215783,21.3,2014
Wayanad,GEN,Kerala,M I Shanavas,Indian National Congress,1249420,915006,73.2,20870,2.3,2014
West Delhi,GEN,Delhi,Parvesh Sahib Singh Verma,Bharatiya Janta Party,2039410,1347971,66.1,268586,19.9,2014
Yavatmal-Washim,GEN,Maharashtra,Gawali Bhavana Pundlikrao,Shiv Sena,1743498,1032949,59.3,93816,9.1,2014
Zahirabad,GEN,Telangana,B.B. Patil,Telangana Rashtra Samithi,1445246,1094806,75.8,144631,13.2,2014
Adilabad,ST,Telangana,Soyam Bapu Rao,Bharatiya Janta Party,1382837,1063730,77.9,58560,5.5,2019
Agra,SC,Uttar Pradesh,Satyapal Singh Baghel,Bharatiya Janta Party,1866262,1145323,61.7,211546,18.5,2019
Ahmadnagar,GEN,Maharashtra,Dr. Sujay Radhakrishna Vikhepatil,Bharatiya Janta Party,1793677,1203797,67.3,281474,23.4,2019
Ahmedabad East,GEN,Gujarat,Patel Hasmukhbhai Somabhai,Bharatiya Janta Party,1713598,1116367,65.7,434330,38.9,2019
Ahmedabad West,SC,Gujarat,Dr. Kirit P. Solanki,Bharatiya Janta Party,1580673,997024,64,321546,32.3,2019
Ajmer,GEN,Rajasthan,Bhagirath Chaudhary,Bharatiya Janta Party,1844532,1262214,69,416424,33,2019
Akbarpur,GEN,Uttar Pradesh,Devendra Singh 'bhole',Bharatiya Janta Party,1714490,1025314,60.3,275142,26.8,2019
Akola,GEN,Maharashtra,Dhotre Sanjay Shamrao,Bharatiya Janta Party,1757645,1119440,64.2,275596,24.6,2019
Alappuzha,GEN,Kerala,Adv. A M Ariff,Communist Party Of India (Marxist),1298061,1088728,84.3,10474,1,2019
Alathur,SC,Kerala,Ramya Haridas,Indian National Congress,1219063,1018743,84.2,158968,15.6,2019
Aligarh,GEN,Uttar Pradesh,Satish Kumar Gautam,Bharatiya Janta Party,1847005,1163184,63.3,229261,19.7,2019
Alipurduars,ST,West Bengal,John Barla,Bharatiya Janta Party,1527563,1380217,91.7,243989,17.7,2019
Allahabad,GEN,Uttar Pradesh,Rita Bahuguna Joshi,Bharatiya Janta Party,1679883,889056,53.4,184275,20.7,2019
Almora,SC,Uttarakhand,Ajay Tamta,Bharatiya Janta Party,1287611,694472,55.1,232986,33.5,2019
Alwar,GEN,Rajasthan,Balak Nath,Bharatiya Janta Party,2059180,1265674,61.7,329971,26.1,2019
Amalapuram,Unspecified,Andhra Pradesh,Chinta Anuradha,Yuvajana Sramika Rythu Congress Party,1156280,1232895,108.1,39795,3.2,2019
Ambala,SC,Haryana,Rattan Lal Kataria,Bharatiya Janta Party,1757524,1316235,75.3,342345,26,2019
Ambedkar Nagar,GEN,Uttar Pradesh,Ritesh Pandey,Bahujan Samaj Party,1744287,1090152,63.2,95880,8.8,2019
Amethi,GEN,Uttar Pradesh,Smriti Irani,Bharatiya Janta Party,1703510,942453,55.6,55120,5.8,2019
Amravati,SC,Maharashtra,Navnit Ravi Rana,Independent,1752097,1112385,63.8,36951,3.3,2019
Amreli,GEN,Gujarat,Kachhadiya Naranbhai Bhikhabhai,Bharatiya Janta Party,1602346,909167,57.8,201431,22.2,2019
Amritsar,GEN,Punjab,Gurjeet Singh Aujla,Indian National Congress,1468972,859513,59.1,99626,11.6,2019
Amroha,GEN,Uttar Pradesh,Kunwar Danish Ali,Bahujan Samaj Party,1596897,1169182,73.6,63248,5.4,2019
Anakapalli,Unspecified,Andhra Pradesh,Dr.Beesetti Venkata Satyavathi,Yuvajana Sramika Rythu Congress Party,1397335,1238491,91.1,89192,7.2,2019
Anand,GEN,Gujarat,Patel Mitesh Rameshbhai (BAKABHAI),Bharatiya Janta Party,1614307,1108661,69.8,197718,17.8,2019
Anandpur Sahib,GEN,Punjab,Manish Tewari,Indian National Congress,1648822,1081727,66.7,46884,4.3,2019
Anantapur,Unspecified,Andhra Pradesh,Talari Rangaiah,Yuvajana Sramika Rythu Congress Party,1489758,1342306,91.2,141428,10.5,2019
Anantnag,Unspecified,Jammu & Kashmir,Hasnain Masoodi,Jammu & Kashmir National Conference,1301023,124896,9.7,6676,5.3,2019
Andaman And Nicobar Islands,GEN,Andaman & Nicobar Islands,Kuldeep Rai Sharma,Indian National Congress,269360,207296,77.5,1407,0.7,2019
Aonla,GEN,Uttar Pradesh,Dharmendra Kashyap,Bharatiya Janta Party,1750190,1052795,60.7,113743,10.8,2019
Arakkonam,GEN,Tamil Nadu,S. Jagathrakshakan,Dravida Munetra Kazhagam,1461110,1178060,81.5,328956,27.9,2019
Arambagh,SC,West Bengal,Aparupa Poddar (AFRIN ALI),All India Trinamool Congress,1631133,1471981,91.5,1142,0.1,2019
Arani,GEN,Tamil Nadu,Vishnu Prasad M K,Indian National Congress,1407725,1143907,82.5,230806,20.2,2019
Araria,GEN,Bihar,Pradeep Kumar Singh,Bharatiya Janta Party,1469717,1169630,81,137241,11.7,2019
Arrah,GEN,Bihar,R. K. Singh,Bharatiya Janta Party,2055316,1080684,53.6,147285,13.6,2019
Aruku,Unspecified,Andhra Pradesh,Goddeti. Madhavi,Yuvajana Sramika Rythu Congress Party,1358657,1074538,82.6,224089,20.9,2019
Arunachal East,GENP,Arunachal Pradesh,Tapir Gao,Bharatiya Janta Party,335682,293781,89.2,69948,23.8,2019
Arunachal West,GENP,Arunachal Pradesh,Kiren Rijiju,Bharatiya Janta Party,458680,358310,78.5,174843,48.8,2019
Asansol,GEN,West Bengal,Babul Supriyo,Bharatiya Janta Party,1770467,1238135,70.8,197637,16,2019
Aska,GEN,Orissa,Pramila Bisoyi,Biju Janata Dal,1494153,1013862,69,204707,20.2,2019
Attingal,GEN,Kerala,Adv. Adoor Prakash,Indian National Congress,1313675,1004888,76.9,38247,3.8,2019
Aurangabad,GEN,Bihar,Sushil Kumar Singh,Bharatiya Janta Party,1737821,941595,55.5,72607,7.7,2019
Aurangabad,GEN,Maharashtra,Imtiaz Jaleel Syed,All India Majlis-E-Ittehadul Muslimeen,1762823,1198221,68.3,4492,0.4,2019
Autonomous District,ST,Assam,Horen Sing Bey,Bharatiya Janta Party,761744,617735,82.2,239626,38.8,2019
Azamgarh,GEN,Uttar Pradesh,Akhilesh Yadav,Samajwadi Party,1773820,1029112,58.4,259874,25.3,2019
Badaun,GEN,Uttar Pradesh,Dr. Sanghmitra Maurya,Bharatiya Janta Party,2199914,1081108,49.5,18454,1.7,2019
Bagalkot,GEN,Karnataka,Gaddigoudar Parvatagouda Chandanagouda,Bharatiya Janta Party,1688394,1204613,72,168187,14,2019
Baghpat,GEN,Uttar Pradesh,Dr. Satyapal Singh,Bharatiya Janta Party,1558020,1044894,67.4,23502,2.2,2019
Baharampur,GEN,West Bengal,Adhir Ranjan Chowdhury,Indian National Congress,1746812,1299997,75.2,80696,6.2,2019
Bahraich,SC,Uttar Pradesh,Akshaibar Lal,Bharatiya Janta Party,1686646,989848,59.5,128752,13,2019
Balaghat,GEN,Madhya Pradesh,Dr Dhal Singh Bisen,Bharatiya Janta Party,1725505,1372018,79.8,242066,17.6,2019
Balasore,GEN,Orissa,Pratap Chandra Sarangi,Bharatiya Janta Party,1471650,1157871,79.2,12956,1.1,2019
Ballia,GEN,Uttar Pradesh,Virendra Singh,Bharatiya Janta Party,1792821,989732,55.7,15519,1.6,2019
Balurghat,GEN,West Bengal,Sukanta Majumdar,Bharatiya Janta Party,1543162,1197849,78.5,33293,2.8,2019
Banaskantha,GEN,Gujarat,Parbatbhai Savabhai Patel,Bharatiya Janta Party,1512076,1102081,73.7,368296,33.4,2019
Banda,GEN,Uttar Pradesh,R.K. Singh Patel,Bharatiya Janta Party,1659357,1034549,63.5,58938,5.7,2019
Bangalore Cent,GEN,Karnataka,P. C. Mohan,Bharatiya Janta Party,2165307,1197234,55.8,70968,5.9,2019
Bangalore Nort,GEN,Karnataka,D.V. Sadananda Gowda,Bharatiya Janta Party,2819424,1559459,55.7,147518,9.5,2019
Bangalore Rura,GEN,Karnataka,D.K. Suresh,Indian National Congress,1601076,1621906,102.1,206870,12.8,2019
Bangalore Sout,GEN,Karnataka,Tejasvi Surya,Bharatiya Janta Party,2175375,1188491,55.1,331192,27.9,2019
Bangaon,SC,West Bengal,Shantanu Thakur,Bharatiya Janta Party,1618541,1407758,87.4,111594,7.9,2019
Banka,GEN,Bihar,Giridhari Yadav,Janata Dal (United),1687940,995806,59.4,200532,20.1,2019
Bankura,GEN,West Bengal,Dr. Subhas Sarkar,Bharatiya Janta Party,1770248,1371855,78.3,174333,12.7,2019
Bansgaon,SC,Uttar Pradesh,Kamlesh Paswan,Bharatiya Janta Party,1748683,969136,56.2,153468,15.8,2019
Banswara,ST,Rajasthan,Kanakmal Katara,Bharatiya Janta Party,1920325,1439671,76.5,305464,21.2,2019
Bapatla,Unspecified,Andhra Pradesh,Nandigam Suresh,Yuvajana Sramika Rythu Congress Party,1361646,1266492,94,16065,1.3,2019
Barabanki,SC,Uttar Pradesh,Upendra Singh Rawat,Bharatiya Janta Party,1762832,1155341,66,110140,9.5,2019
Baramati,GEN,Maharashtra,Supriya Sule,Nationalist Congress Party,2025795,1304728,64.8,155774,11.9,2019
Baramulla,Unspecified,Jammu & Kashmir,Mohammad Akbar Lone,Jammu & Kashmir National Conference,1190745,455550,38.9,30233,6.6,2019
Barasat,GEN,West Bengal,Dr. Kakoli Ghoshdastidar,All India Trinamool Congress,1882204,1394766,75.1,109983,7.9,2019
Bardhaman Purb,SC,West Bengal,Sunil Kumar Mondal,All India Trinamool Congress,1836635,1439286,79,89311,6.2,2019
Bardoli,ST,Gujarat,Parbhubhai Nagarbhai Vasava,Bharatiya Janta Party,1779851,1348038,77,215447,16,2019
Bareilly,GEN,Uttar Pradesh,Santosh Kumar Gangwar,Bharatiya Janta Party,1760865,1068342,60.9,167282,15.7,2019
Bargarh,GEN,Orissa,Suresh Pujari,Bharatiya Janta Party,1530044,1247912,82.5,63939,5.1,2019
Barmer,GEN,Rajasthan,Kailash Choudhary,Bharatiya Janta Party,2320339,1422271,62.1,323808,22.8,2019
Barpeta,GEN,Assam,Abdul Khaleque,Indian National Congress,1449560,1458549,101.3,140307,9.6,2019
Barrackpore,GEN,West Bengal,Arjun Singh,Bharatiya Janta Party,1551157,1104517,72,14857,1.3,2019
Basirhat,GEN,West Bengal,Nusrat Jahan Ruhi,All India Trinamool Congress,1833511,1433339,78.7,350369,24.4,2019
Bastar,ST,Chhattisgarh,Deepak Baij,Indian National Congress,1357443,912846,70.3,38982,4.3,2019
Basti,GEN,Uttar Pradesh,Harish Chandra Alias Harish Dwivedi,Bharatiya Janta Party,1839900,1054539,57.9,30354,2.9,2019
Bathinda,GEN,Punjab,Harsimrat Kaur Badal,Shiromani Akali Dal,1589895,1200810,76.4,21772,1.8,2019
Beed,GEN,Maharashtra,Pritam Gopinathrao Munde,Bharatiya Janta Party,1621102,1352399,83.6,168368,12.4,2019
Begusarai,GEN,Bihar,Giriraj Singh,Bharatiya Janta Party,1942769,1225594,64.1,422217,34.4,2019
Belgaum,GEN,Karnataka,Angadi Suresh Channabasappa,Bharatiya Janta Party,1749746,1205229,69.1,391304,32.5,2019
Bellary,ST,Karnataka,Y. Devendrappa,Bharatiya Janta Party,1713330,1221926,71.9,55707,4.6,2019
Berhampur,GEN,Orissa,Chandra Sekhar Sahu,Biju Janata Dal,1433671,989910,70.1,94844,9.6,2019
Betul,ST,Madhya Pradesh,Durga Das (D.D.) UIKEY,Bharatiya Janta Party,1702517,1357857,81.1,360241,26.5,2019
Bhadohi,GEN,Uttar Pradesh,Ramesh Chand,Bharatiya Janta Party,1886673,1039390,55.6,43615,4.2,2019
Bhadrak,SC,Orissa,Manjulata Mandal,Biju Janata Dal,1583464,1223754,77.7,28803,2.4,2019
Bhagalpur,GEN,Bihar,Ajay Kumar Mandal,Janata Dal (United),1811980,1042518,59.3,277630,26.6,2019
Bhandara - Gon,GEN,Maharashtra,Sunil Baburao Mendhe,Bharatiya Janta Party,1756518,1244931,71.5,197394,15.9,2019
Bharatpur,SC,Rajasthan,Ranjeeta Koli,Bharatiya Janta Party,1897465,1146797,60.7,318399,27.8,2019
Bharuch,GEN,Gujarat,Mansukhbhai Dhanjibhai Vasava,Bharatiya Janta Party,1522113,1149725,76,334214,29.1,2019
Bhavnagar,GEN,Gujarat,Dr.Bharatiben Dhirubhai Shiyal,Bharatiya Janta Party,1734124,1041279,61,329519,31.6,2019
Bhilwara,GEN,Rajasthan,Subhash Chandra Baheria,Bharatiya Janta Party,1958631,1310513,67.8,612000,46.7,2019
Bhind,SC,Madhya Pradesh,Sandhya Ray,Bharatiya Janta Party,1711977,960687,56.4,199885,20.8,2019
Bhiwandi,GEN,Maharashtra,Kapil Moreshwar Patil,Bharatiya Janta Party,1785952,1005172,57.2,156329,15.6,2019
Bhiwani-Mahend,GEN,Haryana,Dharambir Singh S/o Bhale Ram,Bharatiya Janta Party,1566494,1161115,74.3,444463,38.3,2019
Bhongir,GEN,Telangana,Komati Reddy Venkat Reddy,Indian National Congress,1544683,1212631,79.3,5219,0.4,2019
Bhopal,GEN,Madhya Pradesh,Sadhvi Pragya Singh Thakur,Bharatiya Janta Party,2075376,1407954,68.1,364822,25.9,2019
Bhubaneswar,GEN,Orissa,Aparajita Sarangi,Bharatiya Janta Party,1600900,1005215,63.2,23839,2.4,2019
Bidar,GEN,Karnataka,Bhagwanth Khuba,Bharatiya Janta Party,1740232,1117167,64.3,116834,10.5,2019
Bijapur,SC,Karnataka,Jigajinagi Ramesh Chandappa,Bharatiya Janta Party,1777109,1111354,63.2,258038,23.2,2019
Bijnor,GEN,Uttar Pradesh,Malook Nagar,Bahujan Samaj Party,1619514,1100763,68.2,69941,6.4,2019
Bikaner,SC,Rajasthan,Arjun Ram Meghwal,Bharatiya Janta Party,1793022,1099598,62.1,264081,24,2019
Bilaspur,GEN,Chhattisgarh,Arun Sao,Bharatiya Janta Party,1811606,1209434,67,141763,11.7,2019
Birbhum,GEN,West Bengal,Satabdi Roy,All India Trinamool Congress,1587802,1449423,92.1,88924,6.1,2019
Bishnupur,SC,West Bengal,Khan Saumitra,Bharatiya Janta Party,1740964,1420648,82.4,78047,5.5,2019
Bolangir,GEN,Orissa,Sangeeta Kumari Singh Deo,Bharatiya Janta Party,1677774,1306705,78.8,19516,1.5,2019
Bolpur,SC,West Bengal,Asit Kumar Mal,All India Trinamool Congress,1864137,1461269,79.1,106402,7.3,2019
Bulandshahr,SC,Uttar Pradesh,Bhola Singh,Bharatiya Janta Party,1759305,1123629,64.2,290057,25.8,2019
Buldhana,GEN,Maharashtra,Jadhav Prataprao Ganpatrao,Shiv Sena,1977994,1120359,57,133287,11.9,2019
Burdwan - Durg,GEN,West Bengal,S.S Ahluwalia,Bharatiya Janta Party,1905750,1433007,76.2,2439,0.2,2019
Buxar,GEN,Bihar,Ashwini Kumar Choubey,Bharatiya Janta Party,1806004,986861,55.6,117609,11.9,2019
Chalakudy,GEN,Kerala,Benny Behanan,Indian National Congress,1163476,990224,85.8,132274,13.4,2019
Chamarajanagar,SC,Karnataka,V. Srinivas Prasad,Bharatiya Janta Party,1669209,1270658,76.9,1817,0.1,2019
Chandauli,GEN,Uttar Pradesh,Dr. Mahendra Nath Pandey,Bharatiya Janta Party,1696059,1084961,64.6,13959,1.3,2019
Chandigarh,GEN,Chandigarh,Kirron Kher,Bharatiya Janta Party,615214,456568,74.9,46970,10.3,2019
Chandni Chowk,GEN,Delhi,"Patni, Nitai Chand",Bharatiya Janta Party,1447228,980390,68.1,228145,23.3,2019
Chandrapur,GEN,Maharashtra,Balubhau Alias Suresh Narayan Dhanorkar,Indian National Congress,1846431,1238474,67.7,44763,3.6,2019
Chatra,GEN,Jharkhand,Sunil Kumar Singh,Bharatiya Janta Party,1375612,925937,67.9,377871,40.8,2019
Chelvella,GEN,Telangana,Dr. G. Ranjith Reddy,Telangana Rashtra Samithi,2302163,1300194,56.9,14317,1.1,2019
Chennai Centra,GEN,Tamil Nadu,Dayanidhi Maran,Dravida Munetra Kazhagam,1316388,785450,60.7,301520,38.4,2019
Chennai North,GEN,Tamil Nadu,Dr. Kalanidhi Veeraswamy,Dravida Munetra Kazhagam,1444753,955545,67.2,461518,48.3,2019
Chennai South,GEN,Tamil Nadu,T.Sumathy (A) THAMIZHACHI THANGAPANDIAN,Dravida Munetra Kazhagam,1916378,1125857,59.6,262223,23.3,2019
Chhindwara,GEN,Madhya Pradesh,Nakul Kamal Nath,Indian National Congress,1480503,1248031,85.7,37536,3,2019
Chhota Udaipur,ST,Gujarat,Rathva Gitaben Vajesingbhai,Bharatiya Janta Party,1433397,1232459,88.3,377943,30.7,2019
Chidambaram,SC,Tamil Nadu,Thirumaavalavan Thol,Viduthalai Chiruthaigal Katchi,1459769,1153192,80.1,3219,0.3,2019
Chikkballapur,GEN,Karnataka,B.N.Bache Gowda,Bharatiya Janta Party,1804143,1386963,77.3,182110,13.1,2019
Chikkodi,GEN,Karnataka,Annasaheb Shankar Jolle,Bharatiya Janta Party,1574203,1217549,78,118877,9.8,2019
Chitradurga,SC,Karnataka,A Narayanaswamy,Bharatiya Janta Party,1736643,1245950,72,80178,6.4,2019
Chittoor,Unspecified,Andhra Pradesh,N. Reddeppa,Yuvajana Sramika Rythu Congress Party,1430405,1319472,93.7,137271,10.4,2019
Chittorgarh,GEN,Rajasthan,Chandra Prakash Joshi,Bharatiya Janta Party,1982095,1458760,74.5,576247,39.5,2019
Churu,GEN,Rajasthan,Rahul Kaswan,Bharatiya Janta Party,1962475,1328422,68.2,334402,25.2,2019
Coimbatore,GEN,Tamil Nadu,Natarajan. P.R,Communist Party Of India (Marxist),1909712,1250885,66.7,179143,14.3,2019
Cooch Behar,SC,West Bengal,Nisith Pramanik,Bharatiya Janta Party,1687773,1524683,91.2,54231,3.6,2019
Cuddalore,GEN,Tamil Nadu,T. R. V .S. Ramesh,Dravida Munetra Kazhagam,1342320,1043202,78.4,143983,13.8,2019
Cuttack,GEN,Orissa,Bhartruhari Mahtab,Biju Janata Dal,1460895,1059490,73,121201,11.4,2019
Dadra And Nagar Haveli,GEN,Dadra & Nagar Haveli,Delkar Mohanbhai Sanjibhai,Independent,196617,198983,102.7,9001,4.5,2019
Dahod,ST,Gujarat,Jashvantsinh Sumanbhai Bhabhor,Bharatiya Janta Party,1542941,1063212,71,127596,12,2019
Dakshina Kanna,GEN,Karnataka,Nalin Kumar Kateel,Bharatiya Janta Party,1698859,1345039,79.6,274621,20.4,2019
Daman And Diu,GEN,Daman & Diu,Lalubhai Babubhai Patel,Bharatiya Janta Party,111827,87469,79.6,9942,11.4,2019
Damoh,GEN,Madhya Pradesh,Prahalad Singh Patel,Bharatiya Janta Party,1737702,1164226,67.4,353411,30.4,2019
Darbhanga,GEN,Bihar,Gopal Jee Thakur,Bharatiya Janta Party,1644671,964996,59.9,267979,27.8,2019
Darjeeling,GEN,West Bengal,Raju Bista,Bharatiya Janta Party,1519531,1267270,84.1,413443,32.6,2019
Dausa,ST,Rajasthan,Jaskaur Meena,Bharatiya Janta Party,1692217,1062834,63.2,78444,7.4,2019
Davanagere,GEN,Karnataka,G M Siddeshwar,Bharatiya Janta Party,1613781,1194586,74.2,169702,14.2,2019
Deoria,GEN,Uttar Pradesh,Ramapati Ram Tripathi,Bharatiya Janta Party,1751752,1015363,58.7,249931,24.6,2019
Dewas,SC,Madhya Pradesh,Mahendra Singh Solanky,Bharatiya Janta Party,1718488,1398946,81.9,372249,26.6,2019
Dhanbad,GEN,Jharkhand,Pashupati Nath Singh,Bharatiya Janta Party,2050314,1252817,61.3,486194,38.8,2019
Dhar,ST,Madhya Pradesh,Chattarsingh Darbar,Bharatiya Janta Party,1752846,1344132,77.7,156029,11.6,2019
Dharmapuri,GEN,Tamil Nadu,Dnv Senthilkumar. S.,Dravida Munetra Kazhagam,1453257,1223205,85.1,70753,5.8,2019
Dharwad,GEN,Karnataka,Pralhad Joshi,Bharatiya Janta Party,1687290,1213505,72.1,205072,16.9,2019
Dhaurahra,GEN,Uttar Pradesh,Rekha Verma,Bharatiya Janta Party,1604211,1063840,67,160611,15.1,2019
Dhenkanal,GEN,Orissa,Mahesh Sahoo,Biju Janata Dal,1461182,1131522,78.2,35412,3.1,2019
Dhubri,GEN,Assam,Badruddin Ajmal,All India United Democratic Front,1799561,1685005,94.1,226258,13.4,2019
Dhule,GEN,Maharashtra,Bhamre Subhash Ramrao,Bharatiya Janta Party,1787801,1085038,60.8,229243,21.1,2019
Diamond Harbou,GEN,West Bengal,Abhishek Banerjee,All India Trinamool Congress,1873955,1409002,76.1,320594,22.8,2019
Dibrugarh,GEN,Assam,Rameswar Teli,Bharatiya Janta Party,1265748,1015748,81.9,364566,35.9,2019
Dindigul,GEN,Tamil Nadu,"Velusamy, P.",Dravida Munetra Kazhagam,1518633,1160046,77.3,538972,46.5,2019
Dindori,ST,Maharashtra,Dr. Bharati Pravin Pawar,Bharatiya Janta Party,1651955,1137631,69.4,198779,17.5,2019
Domariyaganj,GEN,Uttar Pradesh,Jagdambika Pal,Bharatiya Janta Party,1894047,985269,52.6,105321,10.7,2019
Dum Dum,GEN,West Bengal,Sougata Ray,All India Trinamool Congress,1699710,1204660,71.7,53002,4.4,2019
Dumka,ST,Jharkhand,Sunil Soren,Bharatiya Janta Party,1349843,1025968,77.1,47590,4.6,2019
Durg,GEN,Chhattisgarh,Vijay Baghel,Bharatiya Janta Party,1878677,1391996,74.3,391978,28.2,2019
East Delhi,GEN,Delhi,Jadunandan Prasad,Bharatiya Janta Party,1829578,1257821,69,391222,31.1,2019
Eluru,Unspecified,Andhra Pradesh,Kotagiri Sridhar,Yuvajana Sramika Rythu Congress Party,1418277,1327923,95.3,165925,12.5,2019
Ernakulam,GEN,Kerala,Hibi Eden,Indian National Congress,1190575,967203,81.7,169153,17.5,2019
Erode,GEN,Tamil Nadu,Ganeshamurthi A,Dravida Munetra Kazhagam,1427534,1067863,75.8,210618,19.7,2019
Etah,GEN,Uttar Pradesh,Rajveer Singh (RAJU BHAIYA),Bharatiya Janta Party,1587949,999607,63.3,122670,12.3,2019
Etawah,SC,Uttar Pradesh,Dr Ram Shankar Katheria,Bharatiya Janta Party,1714935,1027815,60.3,64437,6.3,2019
Faizabad,GEN,Uttar Pradesh,Lallu Singh,Bharatiya Janta Party,1783699,1087121,61.5,65477,6,2019
Faridabad,GEN,Haryana,Krishan Pal,Bharatiya Janta Party,1926323,1327295,69.2,638239,48.1,2019
Faridkot,SC,Punjab,Mohammad Sadique,Indian National Congress,1515062,974947,65.6,83256,8.5,2019
Farrukhabad,GEN,Uttar Pradesh,Mukesh Rajput,Bharatiya Janta Party,1661488,1002953,60.8,221702,22.1,2019
Fatehgarh Sahi,SC,Punjab,Amar Singh,Indian National Congress,1470008,985948,68,93898,9.5,2019
Fatehpur,GEN,Uttar Pradesh,Niranjan Jyoti,Bharatiya Janta Party,1783535,1043655,59.3,198205,19,2019
Fatehpur Sikri,GEN,Uttar Pradesh,Rajkumar Chahar,Bharatiya Janta Party,1660405,1037151,63.1,495065,47.7,2019
Ferozpur,GEN,Punjab,Sukhbir Singh Badal,Shiromani Akali Dal,1587296,1172033,74.8,198850,17,2019
Firozabad,GEN,Uttar Pradesh,Dr. Chandra Sen Jadon,Bharatiya Janta Party,1698385,1075866,63.7,28781,2.7,2019
Gadchiroli-Chi,ST,Maharashtra,Ashok Mahadeorao Nete,Bharatiya Janta Party,1522662,1142698,76.7,77526,6.8,2019
Gandhinagar,GEN,Gujarat,Amit Shah,Bharatiya Janta Party,1874564,1284090,69.3,557014,43.4,2019
Ganganagar,SC,Rajasthan,Nihal Chand,Bharatiya Janta Party,1901409,1451765,77.2,406978,28,2019
Garhwal,GEN,Uttarakhand,Tirath Singh Rawat,Bharatiya Janta Party,1295238,742784,58.3,302669,40.7,2019
Gauhati,GEN,Assam,Queen Oja,Bharatiya Janta Party,1930145,1763757,91.9,345606,19.6,2019
Gautam Buddh N,GEN,Uttar Pradesh,Dr. Mahesh Sharma,Bharatiya Janta Party,2107718,1392952,66.5,336922,24.2,2019
Gaya,SC,Bihar,Vijay Kumar,Janata Dal (United),1698772,957248,58.1,152426,15.9,2019
Ghatal,GEN,West Bengal,Adhikari Deepak (DEV),All India Trinamool Congress,1931027,1488818,77.8,107973,7.3,2019
Ghaziabad,GEN,Uttar Pradesh,Vijay Kumar Singh,Bharatiya Janta Party,2573715,1524456,59.5,501500,32.9,2019
Ghazipur,GEN,Uttar Pradesh,Afzal Ansari,Bahujan Samaj Party,1832844,1105627,60.7,119392,10.8,2019
Ghosi,GEN,Uttar Pradesh,Atul Kumar Singh,Bahujan Samaj Party,1945291,1140781,58.9,122568,10.7,2019
Giridih,GEN,Jharkhand,Chandra Prakash Choudhary,All Jharkhand Students Union,1625806,1106918,69.3,248347,22.4,2019
Godda,GEN,Jharkhand,Nishikant Dubey,Bharatiya Janta Party,1683948,1194036,72,184227,15.4,2019
Gonda,GEN,Uttar Pradesh,Kirti Vardhan Singh Alias Raja Bhaiya,Bharatiya Janta Party,1744625,923816,53.4,166360,18,2019
Gopalganj,SC,Bihar,Dr. Alok Kumar Suman,Janata Dal (United),1832200,1024876,58.8,286434,27.9,2019
Gorakhpur,GEN,Uttar Pradesh,Ravindra Shyamnarayan Shukla Alias Ravi Kishan,Bharatiya Janta Party,1960935,1184635,60.8,301664,25.5,2019
Gulbarga,SC,Karnataka,Dr. Umesh G Jadhav,Bharatiya Janta Party,1920070,1189361,62.5,95452,8,2019
Guna,GEN,Madhya Pradesh,"Krishna Pal Singh ""dr. K. P. Yadav""",Bharatiya Janta Party,1631451,1178423,73,125549,10.7,2019
Guntur,Unspecified,Andhra Pradesh,Jayadev Galla,Telugu Desam,1486993,1351474,91.3,4205,0.3,2019
